nome,celular,tipo,ddd,city,state,nota_arquivo,responsavel_pacote_a3,tools_searchapi_principais,multiplicidade_enrich,projecao_creditos_searchapi_mid,projecao_custo_usd_searchapi_min,projecao_custo_usd_searchapi_max,projecao_custo_brl_searchapi_mid,score_nao_disponivel_neste_csv
T C ACADEMIA FITNESS LTDA,69999999999,cel_recup,69,PORTO VELHO,RO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
JANAN PIMENTEL DAKOUR,73999036332,cel_recup,73,NOVA VICOSA,BA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
LOBO EMPREENDIMENTOS LTDA,73981094280,cel_recup,73,CRUZ DAS ALMAS,BA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
COMPLEXO FITNESS,74999988202,cel_recup,74,IRECE,BA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ALPHA GYM ACADEMIA LTDA,81998736398,cel_recup,81,PALMARES,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ANDUVI INDUSTRIA E COMERCIO LTDA,81991664820,cel_recup,81,JABOATAO DOS GUARA,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ARENNA PRIME LTDA,81986208880,cel_recup,81,RECIFE,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
MEDUARDA BEZERRA LTDA,81994433492,cel_recup,81,CARUARU,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
NORDESTE EMBALAGENS E DISTRIBUICAO LTDA,81987977806,cel_recup,81,RECIFE,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
RW PRIME ACADEMIA OLINDA LTDA,81999443035,cel_recup,81,PAULISTA,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BG FIT PV CONDICIONAMENTO FISICO LTDA,82999815908,cel_recup,82,MACEIO,AL,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GABRIEL SANTOS LTDA,82996166391,cel_recup,82,SANTANA DO IPANEMA,AL,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GINSENG ACADEMIA E CONDICIONAMENTO FISIC,82991082345,cel_recup,82,RECIFE,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
STARFIT FITNESS & WELLNESS LTDA,82996896908,cel_recup,82,CAPELA,AL,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA KORPUS MANAIRA LTDA,83996791111,cel_recup,83,JOAO PESSOA,PB,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ATLAS TRAINING CENTER LTDA,84988883887,cel_recup,84,NATAL,RN,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GG POWER FITNESS CENTRO DE TREINAMENTOS ,84998923322,cel_recup,84,NATAL,RN,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
M F ACADEMIA LTDA,84999559503,cel_recup,84,NATAL,RN,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
MJ FITNESS LTDA,84999501952,cel_recup,84,EXTREMOZ,RN,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
N S DA CRUZ FERNANDES,84991682200,cel_recup,84,GOIANINHA,RN,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
R F P FERREIRA,84981506615,cel_recup,84,CAICARA DO RIO DO ,RN,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA CENTRAL FIT LTDA,85988005861,cel_recup,85,FORTALEZA,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA DUMBBELLS LTDA,85989769930,cel_recup,85,FORTALEZA,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
AYO WELLNESS LTDA,85981091350,cel_recup,85,FORTALEZA,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BRA AUTO CENTER LTDA,85994069084,cel_recup,85,TERESINA,PI,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CENTRO DE ATIVIDADES FISICAS FITCLUB LTD,85988278897,cel_recup,85,FORTALEZA,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
DOS SANTOS ACADEMIA LTDA,85991375956,cel_recup,85,TERESINA,PI,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
JOMARA ROCHA DE MELO,85987191303,cel_recup,85,CAUCAIA,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
MAX PREMIUM ACADEMIAS LTDA,85989284432,cel_recup,85,EUSEBIO,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
NC ACADEMIAS LTDA,85988208622,cel_recup,85,MARACANAU,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
PLAYFIT CE LTDA,85988904358,cel_recup,85,EUSEBIO,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
TOP UP MESSEJANA LTDA,85997317467,cel_recup,85,FORTALEZA,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BARRA GRANDE KITE CAMP LTDA,86999833345,cel_recup,86,CAJUEIRO DA PRAIA,PI,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
FOUR FIT ACADEMIA LTDA,86999999999,cel_recup,86,BARRAS,PI,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
REGO E OLIVEIRA ADVOCACIA,86981853141,cel_recup,86,BARRAS,PI,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA KS SERRA TALHADA LTDA,87999951546,cel_recup,87,SERRA TALHADA,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CT PRIME FIT LTDA,87988437555,cel_recup,87,PETROLINA,PE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA COMPLEXO VIA SAUDE LTDA,88993558303,cel_recup,88,SOBRAL,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CK ACADEMIA FITNESS.COM LTDA,88997048645,cel_recup,88,JUAZEIRO DO NORTE,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
MATCH FIT ACADEMIA IGUATU LTDA,88999270667,cel_recup,88,IGUATU,CE,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
A3 ACADEMIA LTDA,91985188066,cel_recup,91,BARCARENA,PA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BONY FIT ACADEMIA LTDA,91981287827,cel_recup,91,PARAUAPEBAS,PA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BONY FIT CONDICIONAMENTO FISICO LTDA,91981414242,cel_recup,91,SANTAREM,PA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ONE ACADEMIA LTDA,93992102040,cel_recup,93,ITAITUBA,PA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
E C EMPREENDIMENTOS LTDA,94992999851,cel_recup,94,CANAA DOS CARAJAS,PA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
EPIC STUDIO DE CONDICIONAMENTO FISICO LT,98985827060,cel_recup,98,SAO LUIS,MA,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CASA DO FITNESS COMERCIO DE PRODUTOS ESP,99999999999,cel_recup,99,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
